 Variant= 
 b
  1  2  3  4
 A
  5.50000 -2.60000  1.00000 -1.70000
 -2.60000  7.50000 -2.50000 -0.40000
  1.00000 -2.50000  0.90000  0.40000
 -1.70000 -0.40000  0.40000  4.90000
 Решение прямым методом квадратного корня 
 x*
  -4.27547946212065  26.9193180983173  85.2733485193622  -5.43059739878021
 Норма матрицы=10.08864
 Метод простой итерации
                        |   Норма   | Норма      |  Оценка   |
 Itr    |  tau |  q     |  невязки  |погрешности |Погрешности|    x[1]    x[2]     x[3]    x[4]
867   | 0.1784 |  0.994 | 0.0026521 |  0.0764749 | 0.0764749 | -4.25211 26.79790 84.88159 -5.40021 
868   | 0.1784 |  0.994 | 0.0026358 |  0.0760046 | 0.0760046 | -4.25225 26.79864 84.88400 -5.40039 
869   | 0.1784 |  0.994 | 0.0026196 |  0.0755372 | 0.0755372 | -4.25240 26.79939 84.88640 -5.40058 
870   | 0.1784 |  0.994 | 0.0026035 |  0.0750727 | 0.0750727 | -4.25254 26.80012 84.88878 -5.40077 
871   | 0.1784 |  0.994 | 0.0025875 |  0.0746111 | 0.0746111 | -4.25268 26.80086 84.89114 -5.40095 
872   | 0.1784 |  0.994 | 0.0025716 |  0.0741522 | 0.0741522 | -4.25282 26.80158 84.89349 -5.40113 
873   | 0.1784 |  0.994 | 0.0025558 |  0.0736962 | 0.0736962 | -4.25296 26.80231 84.89583 -5.40131 
874   | 0.1784 |  0.994 | 0.0025400 |  0.0732431 | 0.0732431 | -4.25310 26.80303 84.89815 -5.40149 
875   | 0.1784 |  0.994 | 0.0025244 |  0.0727927 | 0.0727927 | -4.25324 26.80374 84.90046 -5.40167 
876   | 0.1784 |  0.994 | 0.0025089 |  0.0723450 | 0.0723450 | -4.25337 26.80445 84.90275 -5.40185 
877   | 0.1784 |  0.994 | 0.0024935 |  0.0719001 | 0.0719001 | -4.25351 26.80516 84.90503 -5.40203 
878   | 0.1784 |  0.994 | 0.0024781 |  0.0714580 | 0.0714580 | -4.25364 26.80586 84.90729 -5.40220 
879   | 0.1784 |  0.994 | 0.0024629 |  0.0710186 | 0.0710186 | -4.25378 26.80656 84.90954 -5.40238 
880   | 0.1784 |  0.994 | 0.0024478 |  0.0705818 | 0.0705818 | -4.25391 26.80725 84.91178 -5.40255 
881   | 0.1784 |  0.994 | 0.0024327 |  0.0701478 | 0.0701478 | -4.25404 26.80794 84.91401 -5.40272 
882   | 0.1784 |  0.994 | 0.0024177 |  0.0697164 | 0.0697164 | -4.25418 26.80863 84.91622 -5.40289 
883   | 0.1784 |  0.994 | 0.0024029 |  0.0692877 | 0.0692877 | -4.25431 26.80931 84.91841 -5.40306 
884   | 0.1784 |  0.994 | 0.0023881 |  0.0688616 | 0.0688616 | -4.25444 26.80998 84.92059 -5.40323 
885   | 0.1784 |  0.994 | 0.0023734 |  0.0684382 | 0.0684382 | -4.25457 26.81066 84.92276 -5.40340 
886   | 0.1784 |  0.994 | 0.0023588 |  0.0680173 | 0.0680173 | -4.25470 26.81133 84.92492 -5.40357 
887   | 0.1784 |  0.994 | 0.0023443 |  0.0675990 | 0.0675990 | -4.25482 26.81199 84.92706 -5.40374 
888   | 0.1784 |  0.994 | 0.0023299 |  0.0671833 | 0.0671833 | -4.25495 26.81265 84.92919 -5.40390 
889   | 0.1784 |  0.994 | 0.0023156 |  0.0667702 | 0.0667702 | -4.25508 26.81331 84.93131 -5.40406 
890   | 0.1784 |  0.994 | 0.0023013 |  0.0663596 | 0.0663596 | -4.25520 26.81396 84.93341 -5.40423 
891   | 0.1784 |  0.994 | 0.0022872 |  0.0659515 | 0.0659515 | -4.25533 26.81461 84.93550 -5.40439 
892   | 0.1784 |  0.994 | 0.0022731 |  0.0655460 | 0.0655460 | -4.25545 26.81525 84.93758 -5.40455 
893   | 0.1784 |  0.994 | 0.0022591 |  0.0651429 | 0.0651429 | -4.25557 26.81589 84.93964 -5.40471 
894   | 0.1784 |  0.994 | 0.0022452 |  0.0647423 | 0.0647423 | -4.25570 26.81653 84.94170 -5.40487 
895   | 0.1784 |  0.994 | 0.0022314 |  0.0643442 | 0.0643442 | -4.25582 26.81716 84.94374 -5.40503 
896   | 0.1784 |  0.994 | 0.0022177 |  0.0639485 | 0.0639485 | -4.25594 26.81779 84.94576 -5.40519 
897   | 0.1784 |  0.994 | 0.0022041 |  0.0635552 | 0.0635552 | -4.25606 26.81841 84.94778 -5.40534 
898   | 0.1784 |  0.994 | 0.0021905 |  0.0631644 | 0.0631644 | -4.25618 26.81903 84.94978 -5.40550 
899   | 0.1784 |  0.994 | 0.0021771 |  0.0627760 | 0.0627760 | -4.25630 26.81965 84.95177 -5.40565 
900   | 0.1784 |  0.994 | 0.0021637 |  0.0623900 | 0.0623900 | -4.25641 26.82026 84.95375 -5.40581 
901   | 0.1784 |  0.994 | 0.0021504 |  0.0620063 | 0.0620063 | -4.25653 26.82087 84.95571 -5.40596 
902   | 0.1784 |  0.994 | 0.0021371 |  0.0616250 | 0.0616250 | -4.25665 26.82147 84.95766 -5.40611 
903   | 0.1784 |  0.994 | 0.0021240 |  0.0612460 | 0.0612460 | -4.25676 26.82208 84.95961 -5.40626 
904   | 0.1784 |  0.994 | 0.0021109 |  0.0608694 | 0.0608694 | -4.25688 26.82267 84.96154 -5.40641 
905   | 0.1784 |  0.994 | 0.0020979 |  0.0604951 | 0.0604951 | -4.25699 26.82327 84.96345 -5.40656 
906   | 0.1784 |  0.994 | 0.0020850 |  0.0601231 | 0.0601231 | -4.25711 26.82386 84.96536 -5.40671 
907   | 0.1784 |  0.994 | 0.0020722 |  0.0597534 | 0.0597534 | -4.25722 26.82445 84.96725 -5.40685 
908   | 0.1784 |  0.994 | 0.0020595 |  0.0593859 | 0.0593859 | -4.25733 26.82503 84.96913 -5.40700 
909   | 0.1784 |  0.994 | 0.0020468 |  0.0590207 | 0.0590207 | -4.25744 26.82561 84.97101 -5.40714 
910   | 0.1784 |  0.994 | 0.0020342 |  0.0586578 | 0.0586578 | -4.25756 26.82619 84.97286 -5.40729 
911   | 0.1784 |  0.994 | 0.0020217 |  0.0582971 | 0.0582971 | -4.25767 26.82676 84.97471 -5.40743 
912   | 0.1784 |  0.994 | 0.0020093 |  0.0579386 | 0.0579386 | -4.25778 26.82733 84.97655 -5.40757 
913   | 0.1784 |  0.994 | 0.0019969 |  0.0575823 | 0.0575823 | -4.25788 26.82789 84.97837 -5.40772 
914   | 0.1784 |  0.994 | 0.0019847 |  0.0572282 | 0.0572282 | -4.25799 26.82846 84.98019 -5.40786 
915   | 0.1784 |  0.994 | 0.0019724 |  0.0568762 | 0.0568762 | -4.25810 26.82901 84.98199 -5.40800 
916   | 0.1784 |  0.994 | 0.0019603 |  0.0565265 | 0.0565265 | -4.25821 26.82957 84.98378 -5.40814 
917   | 0.1784 |  0.994 | 0.0019483 |  0.0561789 | 0.0561789 | -4.25831 26.83012 84.98556 -5.40827 
918   | 0.1784 |  0.994 | 0.0019363 |  0.0558334 | 0.0558334 | -4.25842 26.83067 84.98733 -5.40841 
919   | 0.1784 |  0.994 | 0.0019244 |  0.0554901 | 0.0554901 | -4.25852 26.83122 84.98909 -5.40855 
920   | 0.1784 |  0.994 | 0.0019125 |  0.0551488 | 0.0551488 | -4.25863 26.83176 84.99084 -5.40868 
921   | 0.1784 |  0.994 | 0.0019008 |  0.0548097 | 0.0548097 | -4.25873 26.83230 84.99258 -5.40882 
922   | 0.1784 |  0.994 | 0.0018891 |  0.0544727 | 0.0544727 | -4.25883 26.83283 84.99430 -5.40895 
923   | 0.1784 |  0.994 | 0.0018775 |  0.0541377 | 0.0541377 | -4.25894 26.83336 84.99602 -5.40908 
924   | 0.1784 |  0.994 | 0.0018659 |  0.0538048 | 0.0538048 | -4.25904 26.83389 84.99773 -5.40922 
925   | 0.1784 |  0.994 | 0.0018545 |  0.0534739 | 0.0534739 | -4.25914 26.83442 84.99942 -5.40935 
926   | 0.1784 |  0.994 | 0.0018431 |  0.0531451 | 0.0531451 | -4.25924 26.83494 85.00110 -5.40948 
927   | 0.1784 |  0.994 | 0.0018317 |  0.0528182 | 0.0528182 | -4.25934 26.83546 85.00278 -5.40961 
928   | 0.1784 |  0.994 | 0.0018205 |  0.0524934 | 0.0524934 | -4.25944 26.83597 85.00444 -5.40974 
929   | 0.1784 |  0.994 | 0.0018093 |  0.0521706 | 0.0521706 | -4.25954 26.83649 85.00610 -5.40987 
930   | 0.1784 |  0.994 | 0.0017981 |  0.0518498 | 0.0518498 | -4.25964 26.83699 85.00774 -5.40999 
931   | 0.1784 |  0.994 | 0.0017871 |  0.0515310 | 0.0515310 | -4.25973 26.83750 85.00937 -5.41012 
932   | 0.1784 |  0.994 | 0.0017761 |  0.0512141 | 0.0512141 | -4.25983 26.83800 85.01100 -5.41025 
933   | 0.1784 |  0.994 | 0.0017652 |  0.0508991 | 0.0508991 | -4.25993 26.83850 85.01261 -5.41037 
934   | 0.1784 |  0.994 | 0.0017543 |  0.0505861 | 0.0505861 | -4.26002 26.83900 85.01421 -5.41050 
935   | 0.1784 |  0.994 | 0.0017435 |  0.0502751 | 0.0502751 | -4.26012 26.83950 85.01581 -5.41062 
936   | 0.1784 |  0.994 | 0.0017328 |  0.0499659 | 0.0499659 | -4.26021 26.83999 85.01739 -5.41074 
937   | 0.1784 |  0.994 | 0.0017221 |  0.0496586 | 0.0496586 | -4.26031 26.84047 85.01896 -5.41086 
938   | 0.1784 |  0.994 | 0.0017116 |  0.0493533 | 0.0493533 | -4.26040 26.84096 85.02053 -5.41099 
939   | 0.1784 |  0.994 | 0.0017010 |  0.0490498 | 0.0490498 | -4.26049 26.84144 85.02208 -5.41111 
940   | 0.1784 |  0.994 | 0.0016906 |  0.0487481 | 0.0487481 | -4.26058 26.84192 85.02363 -5.41123 
941   | 0.1784 |  0.994 | 0.0016802 |  0.0484484 | 0.0484484 | -4.26067 26.84240 85.02516 -5.41135 
942   | 0.1784 |  0.994 | 0.0016698 |  0.0481504 | 0.0481504 | -4.26077 26.84287 85.02669 -5.41146 
943   | 0.1784 |  0.994 | 0.0016596 |  0.0478543 | 0.0478543 | -4.26086 26.84334 85.02821 -5.41158 
944   | 0.1784 |  0.994 | 0.0016494 |  0.0475601 | 0.0475601 | -4.26095 26.84381 85.02971 -5.41170 
945   | 0.1784 |  0.994 | 0.0016392 |  0.0472676 | 0.0472676 | -4.26104 26.84427 85.03121 -5.41181 
946   | 0.1784 |  0.994 | 0.0016291 |  0.0469769 | 0.0469769 | -4.26112 26.84473 85.03270 -5.41193 
947   | 0.1784 |  0.994 | 0.0016191 |  0.0466880 | 0.0466880 | -4.26121 26.84519 85.03418 -5.41204 
948   | 0.1784 |  0.994 | 0.0016092 |  0.0464009 | 0.0464009 | -4.26130 26.84565 85.03565 -5.41216 
949   | 0.1784 |  0.994 | 0.0015993 |  0.0461156 | 0.0461156 | -4.26139 26.84610 85.03711 -5.41227 
950   | 0.1784 |  0.994 | 0.0015894 |  0.0458320 | 0.0458320 | -4.26147 26.84655 85.03857 -5.41238 
951   | 0.1784 |  0.994 | 0.0015797 |  0.0455502 | 0.0455502 | -4.26156 26.84700 85.04001 -5.41250 
952   | 0.1784 |  0.994 | 0.0015700 |  0.0452701 | 0.0452701 | -4.26165 26.84744 85.04145 -5.41261 
953   | 0.1784 |  0.994 | 0.0015603 |  0.0449917 | 0.0449917 | -4.26173 26.84788 85.04287 -5.41272 
954   | 0.1784 |  0.994 | 0.0015507 |  0.0447150 | 0.0447150 | -4.26182 26.84832 85.04429 -5.41283 
955   | 0.1784 |  0.994 | 0.0015412 |  0.0444400 | 0.0444400 | -4.26190 26.84876 85.04570 -5.41294 
956   | 0.1784 |  0.994 | 0.0015317 |  0.0441667 | 0.0441667 | -4.26198 26.84919 85.04710 -5.41305 
957   | 0.1784 |  0.994 | 0.0015223 |  0.0438951 | 0.0438951 | -4.26207 26.84962 85.04849 -5.41315 
958   | 0.1784 |  0.994 | 0.0015129 |  0.0436252 | 0.0436252 | -4.26215 26.85005 85.04987 -5.41326 
959   | 0.1784 |  0.994 | 0.0015036 |  0.0433569 | 0.0433569 | -4.26223 26.85048 85.05125 -5.41337 
960   | 0.1784 |  0.994 | 0.0014944 |  0.0430903 | 0.0430903 | -4.26231 26.85090 85.05261 -5.41347 
961   | 0.1784 |  0.994 | 0.0014852 |  0.0428253 | 0.0428253 | -4.26239 26.85132 85.05397 -5.41358 
962   | 0.1784 |  0.994 | 0.0014760 |  0.0425620 | 0.0425620 | -4.26247 26.85174 85.05532 -5.41368 
963   | 0.1784 |  0.994 | 0.0014670 |  0.0423003 | 0.0423003 | -4.26255 26.85216 85.05666 -5.41379 
964   | 0.1784 |  0.994 | 0.0014579 |  0.0420401 | 0.0420401 | -4.26263 26.85257 85.05799 -5.41389 
965   | 0.1784 |  0.994 | 0.0014490 |  0.0417816 | 0.0417816 | -4.26271 26.85298 85.05932 -5.41399 
966   | 0.1784 |  0.994 | 0.0014401 |  0.0415247 | 0.0415247 | -4.26279 26.85339 85.06063 -5.41410 
967   | 0.1784 |  0.994 | 0.0014312 |  0.0412693 | 0.0412693 | -4.26287 26.85379 85.06194 -5.41420 
968   | 0.1784 |  0.994 | 0.0014224 |  0.0410155 | 0.0410155 | -4.26295 26.85420 85.06324 -5.41430 
969   | 0.1784 |  0.994 | 0.0014137 |  0.0407633 | 0.0407633 | -4.26302 26.85460 85.06453 -5.41440 
970   | 0.1784 |  0.994 | 0.0014050 |  0.0405126 | 0.0405126 | -4.26310 26.85500 85.06582 -5.41450 
971   | 0.1784 |  0.994 | 0.0013963 |  0.0402635 | 0.0402635 | -4.26318 26.85539 85.06709 -5.41460 
972   | 0.1784 |  0.994 | 0.0013877 |  0.0400159 | 0.0400159 | -4.26325 26.85578 85.06836 -5.41470 
973   | 0.1784 |  0.994 | 0.0013792 |  0.0397698 | 0.0397698 | -4.26333 26.85617 85.06962 -5.41479 
974   | 0.1784 |  0.994 | 0.0013707 |  0.0395253 | 0.0395253 | -4.26340 26.85656 85.07087 -5.41489 
975   | 0.1784 |  0.994 | 0.0013623 |  0.0392822 | 0.0392822 | -4.26348 26.85695 85.07212 -5.41499 
976   | 0.1784 |  0.994 | 0.0013539 |  0.0390407 | 0.0390407 | -4.26355 26.85733 85.07336 -5.41508 
977   | 0.1784 |  0.994 | 0.0013456 |  0.0388006 | 0.0388006 | -4.26362 26.85771 85.07459 -5.41518 
978   | 0.1784 |  0.994 | 0.0013373 |  0.0385620 | 0.0385620 | -4.26370 26.85809 85.07581 -5.41527 
979   | 0.1784 |  0.994 | 0.0013291 |  0.0383248 | 0.0383248 | -4.26377 26.85847 85.07702 -5.41537 
980   | 0.1784 |  0.994 | 0.0013209 |  0.0380892 | 0.0380892 | -4.26384 26.85884 85.07823 -5.41546 
981   | 0.1784 |  0.994 | 0.0013128 |  0.0378549 | 0.0378549 | -4.26391 26.85921 85.07943 -5.41555 
982   | 0.1784 |  0.994 | 0.0013047 |  0.0376222 | 0.0376222 | -4.26398 26.85958 85.08062 -5.41565 
983   | 0.1784 |  0.994 | 0.0012967 |  0.0373908 | 0.0373908 | -4.26405 26.85995 85.08181 -5.41574 
984   | 0.1784 |  0.994 | 0.0012887 |  0.0371609 | 0.0371609 | -4.26412 26.86032 85.08299 -5.41583 
985   | 0.1784 |  0.994 | 0.0012808 |  0.0369323 | 0.0369323 | -4.26419 26.86068 85.08416 -5.41592 
986   | 0.1784 |  0.994 | 0.0012729 |  0.0367052 | 0.0367052 | -4.26426 26.86104 85.08532 -5.41601 
987   | 0.1784 |  0.994 | 0.0012651 |  0.0364795 | 0.0364795 | -4.26433 26.86140 85.08648 -5.41610 
988   | 0.1784 |  0.994 | 0.0012573 |  0.0362552 | 0.0362552 | -4.26440 26.86175 85.08763 -5.41619 
989   | 0.1784 |  0.994 | 0.0012496 |  0.0360322 | 0.0360322 | -4.26447 26.86211 85.08877 -5.41628 
990   | 0.1784 |  0.994 | 0.0012419 |  0.0358107 | 0.0358107 | -4.26454 26.86246 85.08990 -5.41637 
991   | 0.1784 |  0.994 | 0.0012343 |  0.0355904 | 0.0355904 | -4.26460 26.86281 85.09103 -5.41645 
992   | 0.1784 |  0.994 | 0.0012267 |  0.0353716 | 0.0353716 | -4.26467 26.86316 85.09215 -5.41654 
993   | 0.1784 |  0.994 | 0.0012191 |  0.0351541 | 0.0351541 | -4.26474 26.86350 85.09327 -5.41663 
994   | 0.1784 |  0.994 | 0.0012116 |  0.0349379 | 0.0349379 | -4.26480 26.86385 85.09437 -5.41671 
995   | 0.1784 |  0.994 | 0.0012042 |  0.0347230 | 0.0347230 | -4.26487 26.86419 85.09547 -5.41680 
996   | 0.1784 |  0.994 | 0.0011968 |  0.0345095 | 0.0345095 | -4.26493 26.86453 85.09657 -5.41688 
997   | 0.1784 |  0.994 | 0.0011894 |  0.0342973 | 0.0342973 | -4.26500 26.86486 85.09766 -5.41697 
998   | 0.1784 |  0.994 | 0.0011821 |  0.0340864 | 0.0340864 | -4.26506 26.86520 85.09874 -5.41705 
999   | 0.1784 |  0.994 | 0.0011748 |  0.0338768 | 0.0338768 | -4.26513 26.86553 85.09981 -5.41714 
1000   | 0.1784 |  0.994 | 0.0011676 |  0.0336685 | 0.0336685 | -4.26519 26.86586 85.10088 -5.41722 
1001   | 0.1784 |  0.994 | 0.0011604 |  0.0334614 | 0.0334614 | -4.26525 26.86619 85.10194 -5.41730 
1002   | 0.1784 |  0.994 | 0.0011533 |  0.0332556 | 0.0332556 | -4.26532 26.86652 85.10299 -5.41738 
1003   | 0.1784 |  0.994 | 0.0011462 |  0.0330511 | 0.0330511 | -4.26538 26.86684 85.10404 -5.41746 
1004   | 0.1784 |  0.994 | 0.0011392 |  0.0328479 | 0.0328479 | -4.26544 26.86716 85.10508 -5.41754 
1005   | 0.1784 |  0.994 | 0.0011321 |  0.0326459 | 0.0326459 | -4.26550 26.86749 85.10611 -5.41762 
1006   | 0.1784 |  0.994 | 0.0011252 |  0.0324451 | 0.0324451 | -4.26557 26.86780 85.10714 -5.41770 
1007   | 0.1784 |  0.994 | 0.0011183 |  0.0322456 | 0.0322456 | -4.26563 26.86812 85.10817 -5.41778 
1008   | 0.1784 |  0.994 | 0.0011114 |  0.0320473 | 0.0320473 | -4.26569 26.86844 85.10918 -5.41786 
1009   | 0.1784 |  0.994 | 0.0011046 |  0.0318503 | 0.0318503 | -4.26575 26.86875 85.11019 -5.41794 
1010   | 0.1784 |  0.994 | 0.0010978 |  0.0316544 | 0.0316544 | -4.26581 26.86906 85.11119 -5.41802 
1011   | 0.1784 |  0.994 | 0.0010910 |  0.0314597 | 0.0314597 | -4.26587 26.86937 85.11219 -5.41810 
1012   | 0.1784 |  0.994 | 0.0010843 |  0.0312663 | 0.0312663 | -4.26593 26.86968 85.11318 -5.41817 
1013   | 0.1784 |  0.994 | 0.0010776 |  0.0310740 | 0.0310740 | -4.26598 26.86998 85.11417 -5.41825 
1014   | 0.1784 |  0.994 | 0.0010710 |  0.0308829 | 0.0308829 | -4.26604 26.87028 85.11515 -5.41833 
1015   | 0.1784 |  0.994 | 0.0010644 |  0.0306930 | 0.0306930 | -4.26610 26.87059 85.11612 -5.41840 
1016   | 0.1784 |  0.994 | 0.0010579 |  0.0305043 | 0.0305043 | -4.26616 26.87089 85.11709 -5.41848 
1017   | 0.1784 |  0.994 | 0.0010514 |  0.0303167 | 0.0303167 | -4.26622 26.87118 85.11805 -5.41855 
1018   | 0.1784 |  0.994 | 0.0010449 |  0.0301302 | 0.0301302 | -4.26627 26.87148 85.11900 -5.41862 
1019   | 0.1784 |  0.994 | 0.0010385 |  0.0299450 | 0.0299450 | -4.26633 26.87177 85.11995 -5.41870 
1020   | 0.1784 |  0.994 | 0.0010321 |  0.0297608 | 0.0297608 | -4.26639 26.87207 85.12089 -5.41877 
1021   | 0.1784 |  0.994 | 0.0010257 |  0.0295778 | 0.0295778 | -4.26644 26.87236 85.12183 -5.41884 
1022   | 0.1784 |  0.994 | 0.0010194 |  0.0293959 | 0.0293959 | -4.26650 26.87265 85.12276 -5.41892 
1023   | 0.1784 |  0.994 | 0.0010132 |  0.0292151 | 0.0292151 | -4.26655 26.87293 85.12369 -5.41899 
1024   | 0.1784 |  0.994 | 0.0010069 |  0.0290355 | 0.0290355 | -4.26661 26.87322 85.12461 -5.41906 
1025   | 0.1784 |  0.994 | 0.0010007 |  0.0288569 | 0.0288569 | -4.26666 26.87350 85.12552 -5.41913 
1026   | 0.1784 |  0.994 | 0.0009946 |  0.0286795 | 0.0286795 | -4.26672 26.87378 85.12643 -5.41920 
1027   | 0.1784 |  0.994 | 0.0009885 |  0.0285031 | 0.0285031 | -4.26677 26.87406 85.12734 -5.41927 
1028   | 0.1784 |  0.994 | 0.0009824 |  0.0283278 | 0.0283278 | -4.26682 26.87434 85.12823 -5.41934 
1029   | 0.1784 |  0.994 | 0.0009764 |  0.0281536 | 0.0281536 | -4.26688 26.87462 85.12913 -5.41941 
1030   | 0.1784 |  0.994 | 0.0009704 |  0.0279805 | 0.0279805 | -4.26693 26.87489 85.13001 -5.41948 
1031   | 0.1784 |  0.994 | 0.0009644 |  0.0278084 | 0.0278084 | -4.26698 26.87517 85.13090 -5.41955 
1032   | 0.1784 |  0.994 | 0.0009585 |  0.0276374 | 0.0276374 | -4.26703 26.87544 85.13177 -5.41961 
1033   | 0.1784 |  0.994 | 0.0009526 |  0.0274675 | 0.0274675 | -4.26709 26.87571 85.13264 -5.41968 
1034   | 0.1784 |  0.994 | 0.0009467 |  0.0272986 | 0.0272986 | -4.26714 26.87598 85.13351 -5.41975 
1035   | 0.1784 |  0.994 | 0.0009409 |  0.0271307 | 0.0271307 | -4.26719 26.87624 85.13437 -5.41982 
1036   | 0.1784 |  0.994 | 0.0009351 |  0.0269639 | 0.0269639 | -4.26724 26.87651 85.13522 -5.41988 
1037   | 0.1784 |  0.994 | 0.0009293 |  0.0267981 | 0.0267981 | -4.26729 26.87677 85.13607 -5.41995 
1038   | 0.1784 |  0.994 | 0.0009236 |  0.0266333 | 0.0266333 | -4.26734 26.87703 85.13692 -5.42001 
1039   | 0.1784 |  0.994 | 0.0009180 |  0.0264695 | 0.0264695 | -4.26739 26.87729 85.13775 -5.42008 
1040   | 0.1784 |  0.994 | 0.0009123 |  0.0263067 | 0.0263067 | -4.26744 26.87755 85.13859 -5.42014 
1041   | 0.1784 |  0.994 | 0.0009067 |  0.0261449 | 0.0261449 | -4.26749 26.87781 85.13942 -5.42021 
1042   | 0.1784 |  0.994 | 0.0009011 |  0.0259842 | 0.0259842 | -4.26754 26.87806 85.14024 -5.42027 
1043   | 0.1784 |  0.994 | 0.0008956 |  0.0258244 | 0.0258244 | -4.26759 26.87832 85.14106 -5.42034 
1044   | 0.1784 |  0.994 | 0.0008901 |  0.0256656 | 0.0256656 | -4.26764 26.87857 85.14187 -5.42040 
1045   | 0.1784 |  0.994 | 0.0008846 |  0.0255077 | 0.0255077 | -4.26769 26.87882 85.14268 -5.42046 
1046   | 0.1784 |  0.994 | 0.0008792 |  0.0253509 | 0.0253509 | -4.26773 26.87907 85.14348 -5.42052 
1047   | 0.1784 |  0.994 | 0.0008738 |  0.0251950 | 0.0251950 | -4.26778 26.87932 85.14428 -5.42059 
1048   | 0.1784 |  0.994 | 0.0008684 |  0.0250401 | 0.0250401 | -4.26783 26.87956 85.14508 -5.42065 
1049   | 0.1784 |  0.994 | 0.0008630 |  0.0248861 | 0.0248861 | -4.26787 26.87981 85.14587 -5.42071 
1050   | 0.1784 |  0.994 | 0.0008577 |  0.0247330 | 0.0247330 | -4.26792 26.88005 85.14665 -5.42077 
1051   | 0.1784 |  0.994 | 0.0008525 |  0.0245809 | 0.0245809 | -4.26797 26.88029 85.14743 -5.42083 
1052   | 0.1784 |  0.994 | 0.0008472 |  0.0244298 | 0.0244298 | -4.26801 26.88053 85.14820 -5.42089 
1053   | 0.1784 |  0.994 | 0.0008420 |  0.0242796 | 0.0242796 | -4.26806 26.88077 85.14897 -5.42095 
1054   | 0.1784 |  0.994 | 0.0008368 |  0.0241302 | 0.0241302 | -4.26811 26.88101 85.14974 -5.42101 
1055   | 0.1784 |  0.994 | 0.0008317 |  0.0239819 | 0.0239819 | -4.26815 26.88124 85.15050 -5.42107 
1056   | 0.1784 |  0.994 | 0.0008266 |  0.0238344 | 0.0238344 | -4.26820 26.88148 85.15125 -5.42113 
1057   | 0.1784 |  0.994 | 0.0008215 |  0.0236878 | 0.0236878 | -4.26824 26.88171 85.15200 -5.42118 
1058   | 0.1784 |  0.994 | 0.0008164 |  0.0235421 | 0.0235421 | -4.26829 26.88194 85.15275 -5.42124 
1059   | 0.1784 |  0.994 | 0.0008114 |  0.0233974 | 0.0233974 | -4.26833 26.88217 85.15349 -5.42130 
1060   | 0.1784 |  0.994 | 0.0008064 |  0.0232535 | 0.0232535 | -4.26837 26.88240 85.15423 -5.42136 
1061   | 0.1784 |  0.994 | 0.0008015 |  0.0231105 | 0.0231105 | -4.26842 26.88263 85.15496 -5.42141 
1062   | 0.1784 |  0.994 | 0.0007965 |  0.0229684 | 0.0229684 | -4.26846 26.88285 85.15569 -5.42147 
1063   | 0.1784 |  0.994 | 0.0007916 |  0.0228271 | 0.0228271 | -4.26850 26.88307 85.15641 -5.42153 
1064   | 0.1784 |  0.994 | 0.0007868 |  0.0226868 | 0.0226868 | -4.26855 26.88330 85.15713 -5.42158 
1065   | 0.1784 |  0.994 | 0.0007819 |  0.0225473 | 0.0225473 | -4.26859 26.88352 85.15785 -5.42164 
1066   | 0.1784 |  0.994 | 0.0007771 |  0.0224086 | 0.0224086 | -4.26863 26.88374 85.15856 -5.42169 
1067   | 0.1784 |  0.994 | 0.0007723 |  0.0222708 | 0.0222708 | -4.26867 26.88396 85.15926 -5.42175 
1068   | 0.1784 |  0.994 | 0.0007676 |  0.0221338 | 0.0221338 | -4.26872 26.88418 85.15996 -5.42180 
1069   | 0.1784 |  0.994 | 0.0007629 |  0.0219977 | 0.0219977 | -4.26876 26.88439 85.16066 -5.42186 
1070   | 0.1784 |  0.994 | 0.0007582 |  0.0218625 | 0.0218625 | -4.26880 26.88461 85.16135 -5.42191 
1071   | 0.1784 |  0.994 | 0.0007535 |  0.0217280 | 0.0217280 | -4.26884 26.88482 85.16204 -5.42196 
1072   | 0.1784 |  0.994 | 0.0007489 |  0.0215944 | 0.0215944 | -4.26888 26.88503 85.16273 -5.42202 
1073   | 0.1784 |  0.994 | 0.0007443 |  0.0214616 | 0.0214616 | -4.26892 26.88524 85.16341 -5.42207 
1074   | 0.1784 |  0.994 | 0.0007397 |  0.0213296 | 0.0213296 | -4.26896 26.88545 85.16408 -5.42212 
1075   | 0.1784 |  0.994 | 0.0007352 |  0.0211985 | 0.0211985 | -4.26900 26.88566 85.16476 -5.42217 
1076   | 0.1784 |  0.994 | 0.0007306 |  0.0210681 | 0.0210681 | -4.26904 26.88587 85.16542 -5.42223 
1077   | 0.1784 |  0.994 | 0.0007261 |  0.0209386 | 0.0209386 | -4.26908 26.88607 85.16609 -5.42228 
1078   | 0.1784 |  0.994 | 0.0007217 |  0.0208098 | 0.0208098 | -4.26912 26.88628 85.16675 -5.42233 
1079   | 0.1784 |  0.994 | 0.0007172 |  0.0206818 | 0.0206818 | -4.26916 26.88648 85.16740 -5.42238 
1080   | 0.1784 |  0.994 | 0.0007128 |  0.0205546 | 0.0205546 | -4.26920 26.88668 85.16805 -5.42243 
1081   | 0.1784 |  0.994 | 0.0007084 |  0.0204282 | 0.0204282 | -4.26924 26.88688 85.16870 -5.42248 
1082   | 0.1784 |  0.994 | 0.0007041 |  0.0203026 | 0.0203026 | -4.26928 26.88708 85.16935 -5.42253 
